# # Time 	 Separation 	 Orbital Phase 
# 
3.264959999999999809e+02	8.763235817445645282e+00	1.016856310165690758e+01
3.265919999999999845e+02	8.762986581091130489e+00	1.017181483157945365e+01
3.266879999999999882e+02	8.762736528757111287e+00	1.017506627017502296e+01
3.267839999999999918e+02	8.762487728790190999e+00	1.017831763103732534e+01
3.268799999999999955e+02	8.762238048668500312e+00	1.018156813991546628e+01
3.269759999999999991e+02	8.761986138097533683e+00	1.018481873667844262e+01
3.270720000000000027e+02	8.761735599330762625e+00	1.018806951679829353e+01
3.271680000000000064e+02	8.761484530785216052e+00	1.019131922212864438e+01
3.272640000000000100e+02	8.761231705376097523e+00	1.019456866928191019e+01
3.273600000000000136e+02	8.760979267465954123e+00	1.019781868143136805e+01
3.274560000000000173e+02	8.760727396233523478e+00	1.020106763949195283e+01
3.275520000000000209e+02	8.760474529778958797e+00	1.020431568733945937e+01
3.276480000000000246e+02	8.760220873478422376e+00	1.020756455846191812e+01
3.277440000000000282e+02	8.759967371653738510e+00	1.021081289847718665e+01
3.278399999999999750e+02	8.759713112484051933e+00	1.021406006130694522e+01
3.279359999999999786e+02	8.759457855035758911e+00	1.021730754606612912e+01
3.280319999999999823e+02	8.759202742789440777e+00	1.022055526735929121e+01
3.281279999999999859e+02	8.758946852792893978e+00	1.022380177881797181e+01
3.282239999999999895e+02	8.758689967800570741e+00	1.022704779725571100e+01
3.283199999999999932e+02	8.758433086700607717e+00	1.023029482800709999e+01
3.284159999999999968e+02	8.758175793095762884e+00	1.023354078786865706e+01
3.285120000000000005e+02	8.757917681427141332e+00	1.023678571028543871e+01
3.286080000000000041e+02	8.757659155807811402e+00	1.024003166163595147e+01
3.287040000000000077e+02	8.757400318518426374e+00	1.024327711462070312e+01
3.288000000000000114e+02	8.757140651165228107e+00	1.024652135482988058e+01
3.288960000000000150e+02	8.756880376698783053e+00	1.024976587826457397e+01
3.289920000000000186e+02	8.756620092247116460e+00	1.025301080155507094e+01
3.290880000000000223e+02	8.756359067246808792e+00	1.025625450988201592e+01
3.291840000000000259e+02	8.756096947860500634e+00	1.025949765544855552e+01
3.292799999999999727e+02	8.755835035406716926e+00	1.026274195880466067e+01
3.293759999999999764e+02	8.755572668197610042e+00	1.026598522964823879e+01
3.294719999999999800e+02	8.755309410968497019e+00	1.026922745943132576e+01
3.295679999999999836e+02	8.755045319880638388e+00	1.027247069224908671e+01
3.296639999999999873e+02	8.754781619465488163e+00	1.027571355248188567e+01
3.297599999999999909e+02	8.754517241220987955e+00	1.027895524003536387e+01
3.298559999999999945e+02	8.754251219188873279e+00	1.028219713733881768e+01
3.299519999999999982e+02	8.753986115207842644e+00	1.028543951616055807e+01
3.300480000000000018e+02	8.753720651464673708e+00	1.028868078896788596e+01
3.301440000000000055e+02	8.753453262314236483e+00	1.029192180482460728e+01
3.302400000000000091e+02	8.753185981736626431e+00	1.029516321028144432e+01
