# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
4.797714285714282596e+02	7.144915075509762989e-07	-1.753997061853277157e-06	1.893938702110603214e-06	2.003352537354091822e+01
4.799999999999997158e+02	7.250487750418764096e-07	-1.766497235066180561e-06	1.909504702190122053e-06	2.003087468919950709e+01
4.802285714285711151e+02	7.352255221082962412e-07	-1.779557418612902227e-06	1.925456095188782157e-06	2.002856065532499485e+01
4.804571428571425713e+02	7.450219585574476216e-07	-1.793163509190303019e-06	1.941775756730023735e-06	2.002657344736558898e+01
4.806857142857139706e+02	7.544660934281952395e-07	-1.807313686186356068e-06	1.958469261032533006e-06	2.002489244739492591e+01
4.809142857142854268e+02	7.636044840461685318e-07	-1.822016039011403959e-06	1.975559225756145449e-06	2.002349068658877584e+01
4.811428571428568262e+02	7.724922628979949000e-07	-1.837285311932954640e-06	1.993078426375098705e-06	2.002233918048337813e+01
4.813714285714282823e+02	7.811829326184879528e-07	-1.853138956219817286e-06	2.011062098810948123e-06	2.002141097863445296e+01
4.815999999999996817e+02	7.897183977003562375e-07	-1.869592687611961089e-06	2.029539840761578655e-06	2.002068477338827535e+01
4.818285714285711379e+02	7.981196777569362187e-07	-1.886655753549889111e-06	2.048527508340011519e-06	2.002014793197724885e+01
4.820571428571425372e+02	8.063787198055262255e-07	-1.904326121359222561e-06	2.068019491263624200e-06	2.001979883775153368e+01
4.822857142857139934e+02	8.144516922986538519e-07	-1.922585804926623324e-06	2.087981737562254847e-06	2.001964845467965048e+01
4.825142857142853927e+02	8.222540961639353684e-07	-1.941396551796875934e-06	2.108345884808081079e-06	2.001972106714598709e+01
4.827428571428568489e+02	8.296579644041932750e-07	-1.960696112670053465e-06	2.129004834221559075e-06	2.002005419385827523e+01
4.829714285714282482e+02	8.364913399001489885e-07	-1.980395309734318222e-06	2.149810071737880838e-06	2.002069772705936401e+01
4.831999999999997044e+02	8.425401224206859461e-07	-2.000376108384033396e-06	2.170570992361759975e-06	2.002171240029243648e+01
4.834285714285711038e+02	8.475522640145843154e-07	-2.020490878496129767e-06	2.191056418790330613e-06	2.002316773308713493e+01
4.836571428571425599e+02	8.512441733862487589e-07	-2.040563006669881355e-06	2.210998423091627772e-06	2.002513963274672548e+01
4.838857142857139593e+02	8.533090716311734041e-07	-2.060388988043617615e-06	2.230098462799223202e-06	2.002770784752351574e+01
4.841142857142854155e+02	8.534269318934522824e-07	-2.079742083791406652e-06	2.248035734407728350e-06	2.003095346010615785e+01
4.843428571428568148e+02	8.512755415090781385e-07	-2.098377574775167563e-06	2.264477532211544685e-06	2.003495658659650758e+01
4.845714285714282710e+02	8.465421536231479351e-07	-2.116039569950300676e-06	2.279091283704180580e-06	2.003979440754543617e+01
4.847999999999996703e+02	8.389351514301238133e-07	-2.132469238470932450e-06	2.291557819765821324e-06	2.004553960929651879e+01
4.850285714285711265e+02	8.281951356792193080e-07	-2.147414227767015033e-06	2.301585333716507039e-06	2.005225926159363681e+01
